serial,dt,date,hour,dong,lat,lon,temp,humi,v,tr_v3,utci_v3,utci_cat
V02Q1940156,2025-07-28 00:07:00,2025-07-28,0,Majang-dong,37.566674857,127.045521513,33.1,71.0,1.3833333333333335,33.1,36.9,strong_heat
V02Q1940258,2025-07-28 00:07:00,2025-07-28,0,Wangsimni2(i)-dong,37.562998002,127.028435382,32.4,74.0,1.3833333333333335,32.4,36.3,strong_heat
V02Q1940261,2025-07-28 00:07:00,2025-07-28,0,Seongsu1ga2(i)-dong,37.549808841,127.049770229,33.2,71.0,1.3833333333333335,33.2,37.0,strong_heat
V02Q1940286,2025-07-28 00:07:00,2025-07-28,0,Wangsimni2(i)-dong,37.562166194,127.026682312,31.9,76.0,1.3833333333333335,31.9,35.8,strong_heat
V02Q1940441,2025-07-28 00:07:00,2025-07-28,0,Haengdang1(il)-dong,37.558352332,127.037694516,32.7,71.0,1.3833333333333335,32.7,36.2,strong_heat
V02Q1940473,2025-07-28 00:07:00,2025-07-28,0,Geumho-1(il)-dong,37.556839663,127.019950184,32.6,73.0,1.3833333333333335,32.6,36.4,strong_heat
V02Q1940501,2025-07-28 00:07:00,2025-07-28,0,Eungbong-dong,37.552003424,127.036324364,33.4,69.0,1.3833333333333335,33.4,37.0,strong_heat
V02Q1940530,2025-07-28 00:07:00,2025-07-28,0,Seongsu1ga1(il)-dong,37.542144186,127.047751758,33.2,72.0,1.3833333333333335,33.2,37.2,strong_heat
V02Q1940545,2025-07-28 00:07:00,2025-07-28,0,Seongsu1ga2(i)-dong,37.546306095,127.043661494,33.0,71.0,1.3833333333333335,33.0,36.7,strong_heat
V02Q1940556,2025-07-28 00:07:00,2025-07-28,0,Seongsu2ga1(il)-dong,37.540241557,127.054675329,32.8,75.0,1.3833333333333335,32.8,37.1,strong_heat
V02Q1940565,2025-07-28 00:07:00,2025-07-28,0,Seongsu2ga1(il)-dong,37.541950115,127.053612431,32.8,72.0,1.3833333333333335,32.8,36.5,strong_heat
V02Q1940580,2025-07-28 00:07:00,2025-07-28,0,Yongdap-dong,37.56518716,127.05111116,33.3,71.0,1.3833333333333335,33.3,37.2,strong_heat
V02Q1940588,2025-07-28 00:07:00,2025-07-28,0,Sageun-dong,37.55810867,127.050859556,33.0,72.0,1.3833333333333335,33.0,36.9,strong_heat
V02Q1940623,2025-07-28 00:07:00,2025-07-28,0,Majang-dong,37.563719858,127.039492971,32.9,72.0,1.3833333333333335,32.9,36.7,strong_heat
V02Q1940617,2025-07-28 00:07:00,2025-07-28,0,Oksu-dong,37.541972102,127.016370616,32.9,72.0,1.3833333333333335,32.9,36.7,strong_heat
V02Q1940615,2025-07-28 00:07:00,2025-07-28,0,Geumho-1(il)-dong,37.557838543,127.024148057,32.9,73.0,1.3833333333333335,32.9,36.9,strong_heat
V02Q1940632,2025-07-28 00:07:00,2025-07-28,0,Wangsimni-doSeondong,37.564964319,127.03447479,33.1,70.0,1.3833333333333335,33.1,36.7,strong_heat
V02Q1940627,2025-07-28 00:07:00,2025-07-28,0,Songjeong-dong,37.551819341,127.067379627,33.7,69.0,1.3833333333333335,33.7,37.5,strong_heat
V02Q1940628,2025-07-28 00:07:00,2025-07-28,0,Majang-dong,37.568356828,127.040528854,33.2,72.0,1.3833333333333335,33.2,37.2,strong_heat
V02Q1940670,2025-07-28 00:07:00,2025-07-28,0,Seongsu1ga1(il)-dong,37.539279182,127.049873167,33.3,72.0,1.3833333333333335,33.3,37.4,strong_heat
V02Q1940761,2025-07-28 00:07:00,2025-07-28,0,Majang-dong,37.564052441,127.044424399,32.2,75.0,1.3833333333333335,32.2,36.1,strong_heat
V02Q1940786,2025-07-28 00:07:00,2025-07-28,0,Seongsu1ga1(il)-dong,37.542101542,127.049671321,32.5,74.0,1.3833333333333335,32.5,36.4,strong_heat
V02Q1940842,2025-07-28 00:07:00,2025-07-28,0,Eungbong-dong,37.55214248,127.03558479,33.1,72.0,1.3833333333333335,33.1,37.0,strong_heat
V02Q1940828,2025-07-28 00:07:00,2025-07-28,0,Sageun-dong,37.561332045,127.039688831,33.3,70.0,1.3833333333333335,33.3,37.0,strong_heat
V02Q1940868,2025-07-28 00:07:00,2025-07-28,0,Yongdap-dong,37.560512835,127.052853492,34.1,68.0,1.3833333333333335,34.1,37.9,strong_heat
V02Q1940871,2025-07-28 00:07:00,2025-07-28,0,Majang-dong,37.57114665,127.037105979,33.5,72.0,1.3833333333333335,33.5,37.7,strong_heat
OC3CL200256,2025-07-28 01:07:00,2025-07-28,1,Majang-dong,37.5716201595004,127.036088628704,28.9,61.0,1.5166666666666666,28.9,29.6,moderate_heat
V02Q1940594,2025-07-28 01:07:00,2025-07-28,1,Seongsu2ga3(sam)-dong,37.549231792,127.053877502,33.5,69.0,1.5166666666666666,33.5,37.0,strong_heat
V02Q1940639,2025-07-28 01:07:00,2025-07-28,1,Eungbong-dong,37.54966889,127.03182637,33.2,71.0,1.5166666666666666,33.2,36.9,strong_heat
V02Q1940563,2025-07-28 01:07:00,2025-07-28,1,Wangsimni-doSeondong,37.564129832,127.031439736,33.0,70.0,1.5166666666666666,33.0,36.4,strong_heat
V02Q1940628,2025-07-28 01:07:00,2025-07-28,1,Majang-dong,37.568356828,127.040528854,33.0,72.0,1.5166666666666666,33.0,36.8,strong_heat
V02Q1940623,2025-07-28 01:07:00,2025-07-28,1,Majang-dong,37.563719858,127.039492971,32.8,72.0,1.5166666666666666,32.8,36.5,strong_heat
V02Q1940112,2025-07-28 01:07:00,2025-07-28,1,Songjeong-dong,37.556514509,127.071193511,33.6,66.0,1.5166666666666666,33.6,36.7,strong_heat
V02Q1940828,2025-07-28 01:07:00,2025-07-28,1,Sageun-dong,37.561332045,127.039688831,33.0,71.0,1.5166666666666666,33.0,36.6,strong_heat
V02Q1940603,2025-07-28 01:07:00,2025-07-28,1,Yongdap-dong,37.563368336,127.055964397,33.0,72.0,1.5166666666666666,33.0,36.8,strong_heat
V02Q1940670,2025-07-28 01:07:00,2025-07-28,1,Seongsu1ga1(il)-dong,37.539279182,127.049873167,32.9,73.0,1.5166666666666666,32.9,36.8,strong_heat
V02Q1940607,2025-07-28 01:07:00,2025-07-28,1,Sageun-dong,37.55887111,127.038552736,32.4,74.0,1.5166666666666666,32.4,36.2,strong_heat
V02Q1940644,2025-07-28 01:07:00,2025-07-28,1,Haengdang1(il)-dong,37.561197184,127.034602965,32.7,72.0,1.5166666666666666,32.7,36.3,strong_heat
V02Q1940263,2025-07-28 01:07:00,2025-07-28,1,Yongdap-dong,37.560874377,127.062747282,32.6,70.0,1.5166666666666666,32.6,35.8,strong_heat
V02Q1940588,2025-07-28 01:07:00,2025-07-28,1,Sageun-dong,37.55810867,127.050859556,32.5,73.0,1.5166666666666666,32.5,36.1,strong_heat
V02Q1940496,2025-07-28 01:07:00,2025-07-28,1,Seongsu2ga1(il)-dong,37.538775645,127.059760733,33.7,69.0,1.5166666666666666,33.7,37.4,strong_heat
V02Q1940270,2025-07-28 01:07:00,2025-07-28,1,Seongsu1ga2(i)-dong,37.547286983,127.046740172,33.3,69.0,1.5166666666666666,33.3,36.7,strong_heat
V02Q1940441,2025-07-28 01:07:00,2025-07-28,1,Haengdang1(il)-dong,37.558352332,127.037694516,32.4,72.0,1.5166666666666666,32.4,35.8,strong_heat
V02Q1940744,2025-07-28 01:07:00,2025-07-28,1,Seongsu2ga3(sam)-dong,37.544751429,127.053111792,32.7,73.0,1.5166666666666666,32.7,36.5,strong_heat
V02Q1940580,2025-07-28 01:07:00,2025-07-28,1,Yongdap-dong,37.56518716,127.05111116,33.2,71.0,1.5166666666666666,33.2,36.9,strong_heat
V02Q1940565,2025-07-28 01:07:00,2025-07-28,1,Seongsu2ga1(il)-dong,37.541950115,127.053612431,32.6,72.0,1.5166666666666666,32.6,36.1,strong_heat
V02Q1941015,2025-07-28 01:07:00,2025-07-28,1,Seongsu1ga1(il)-dong,37.5416558,127.0482802,32.1,77.0,1.5166666666666666,32.1,36.2,strong_heat
V02Q1940496,2025-07-28 02:07:00,2025-07-28,2,Seongsu2ga1(il)-dong,37.538775645,127.059760733,32.7,71.0,1.2166666666666666,32.7,36.3,strong_heat
V02Q1940503,2025-07-28 02:07:00,2025-07-28,2,Songjeong-dong,37.554020674,127.068888201,32.4,71.0,1.2166666666666666,32.4,35.8,strong_heat
V02Q1940545,2025-07-28 02:07:00,2025-07-28,2,Seongsu1ga2(i)-dong,37.546306095,127.043661494,31.9,75.0,1.2166666666666666,31.9,35.7,strong_heat
V02Q1940563,2025-07-28 02:07:00,2025-07-28,2,Wangsimni-doSeondong,37.564129832,127.031439736,32.5,72.0,1.2166666666666666,32.5,36.2,strong_heat
V02Q1940588,2025-07-28 02:07:00,2025-07-28,2,Sageun-dong,37.55810867,127.050859556,32.1,75.0,1.2166666666666666,32.1,36.0,strong_heat
V02Q1940607,2025-07-28 02:07:00,2025-07-28,2,Sageun-dong,37.55887111,127.038552736,31.8,77.0,1.2166666666666666,31.8,35.9,strong_heat
V02Q1940594,2025-07-28 02:07:00,2025-07-28,2,Seongsu2ga3(sam)-dong,37.549231792,127.053877502,32.6,72.0,1.2166666666666666,32.6,36.3,strong_heat
V02Q1940590,2025-07-28 02:07:00,2025-07-28,2,Sageun-dong,37.560723571,127.048425106,32.6,74.0,1.2166666666666666,32.6,36.7,strong_heat
V02Q1940617,2025-07-28 02:07:00,2025-07-28,2,Oksu-dong,37.541972102,127.016370616,32.1,74.0,1.2166666666666666,32.1,35.9,strong_heat
V02Q1940628,2025-07-28 02:07:00,2025-07-28,2,Majang-dong,37.568356828,127.040528854,32.8,72.0,1.2166666666666666,32.8,36.6,strong_heat
V02Q1940642,2025-07-28 02:07:00,2025-07-28,2,Yongdap-dong,37.560215516,127.064339113,31.7,74.0,1.2166666666666666,31.7,35.2,strong_heat
V02Q1940639,2025-07-28 02:07:00,2025-07-28,2,Eungbong-dong,37.54966889,127.03182637,32.9,72.0,1.2166666666666666,32.9,36.8,strong_heat
V02Q1940709,2025-07-28 02:07:00,2025-07-28,2,Majang-dong,37.569445214,127.0446016,32.2,75.0,1.2166666666666666,32.2,36.2,strong_heat
V02Q1940735,2025-07-28 02:07:00,2025-07-28,2,Majang-dong,37.568406512,127.033660707,32.3,74.0,1.2166666666666666,32.3,36.2,strong_heat
V02Q1940744,2025-07-28 02:07:00,2025-07-28,2,Seongsu2ga3(sam)-dong,37.544751429,127.053111792,32.2,74.0,1.2166666666666666,32.2,36.0,strong_heat
V02Q1940743,2025-07-28 02:07:00,2025-07-28,2,Seongsu2ga1(il)-dong,37.536409649,127.056387019,31.7,74.0,1.2166666666666666,31.7,35.2,strong_heat
V02Q1940761,2025-07-28 02:07:00,2025-07-28,2,Majang-dong,37.564052441,127.044424399,31.4,78.0,1.2166666666666666,31.4,35.4,strong_heat
V02Q1940842,2025-07-28 02:07:00,2025-07-28,2,Eungbong-dong,37.55214248,127.03558479,32.1,76.0,1.2166666666666666,32.1,36.2,strong_heat
V02Q1940868,2025-07-28 02:07:00,2025-07-28,2,Yongdap-dong,37.560512835,127.052853492,32.6,73.0,1.2166666666666666,32.6,36.5,strong_heat
V02Q1940871,2025-07-28 02:07:00,2025-07-28,2,Majang-dong,37.57114665,127.037105979,33.2,72.0,1.2166666666666666,33.2,37.3,strong_heat
V02Q1940870,2025-07-28 02:07:00,2025-07-28,2,Seongsu1ga1(il)-dong,37.538102738,127.046880664,31.8,74.0,1.2166666666666666,31.8,35.4,strong_heat
OC3CL200256,2025-07-28 03:07:00,2025-07-28,3,Majang-dong,37.5716201595004,127.036088628704,29.0,60.0,1.1500000000000001,29.0,29.9,moderate_heat
V02Q1940112,2025-07-28 03:07:00,2025-07-28,3,Songjeong-dong,37.556514509,127.071193511,33.1,67.0,1.1500000000000001,33.1,36.3,strong_heat
V02Q1940156,2025-07-28 03:07:00,2025-07-28,3,Majang-dong,37.566674857,127.045521513,32.1,73.0,1.1500000000000001,32.1,35.7,strong_heat
V02Q1940258,2025-07-28 03:07:00,2025-07-28,3,Wangsimni2(i)-dong,37.562998002,127.028435382,31.5,77.0,1.1500000000000001,31.5,35.5,strong_heat
V02Q1940261,2025-07-28 03:07:00,2025-07-28,3,Seongsu1ga2(i)-dong,37.549808841,127.049770229,32.0,75.0,1.1500000000000001,32.0,35.9,strong_heat
V02Q1940263,2025-07-28 03:07:00,2025-07-28,3,Yongdap-dong,37.560874377,127.062747282,31.7,74.0,1.1500000000000001,31.7,35.3,strong_heat
V02Q1940270,2025-07-28 03:07:00,2025-07-28,3,Seongsu1ga2(i)-dong,37.547286983,127.046740172,32.4,71.0,1.1500000000000001,32.4,35.9,strong_heat
V02Q1940441,2025-07-28 03:07:00,2025-07-28,3,Haengdang1(il)-dong,37.558352332,127.037694516,30.9,76.0,1.1500000000000001,30.9,34.3,strong_heat
V02Q1940473,2025-07-28 03:07:00,2025-07-28,3,Geumho-1(il)-dong,37.556839663,127.019950184,31.6,76.0,1.1500000000000001,31.6,35.4,strong_heat
V02Q1940496,2025-07-28 03:07:00,2025-07-28,3,Seongsu2ga1(il)-dong,37.538775645,127.059760733,31.5,74.0,1.1500000000000001,31.5,35.0,strong_heat
V02Q1940502,2025-07-28 03:07:00,2025-07-28,3,Seongsu1ga1(il)-dong,37.54081481,127.049563967,31.8,74.0,1.1500000000000001,31.8,35.4,strong_heat
V02Q1940504,2025-07-28 03:07:00,2025-07-28,3,Haengdang2(i)-dong,37.55905889,127.02896077,32.0,77.0,1.1500000000000001,32.0,36.3,strong_heat
V02Q1940503,2025-07-28 03:07:00,2025-07-28,3,Songjeong-dong,37.554020674,127.068888201,32.2,71.0,1.1500000000000001,32.2,35.6,strong_heat
V02Q1940501,2025-07-28 03:07:00,2025-07-28,3,Eungbong-dong,37.552003424,127.036324364,31.9,74.0,1.1500000000000001,31.9,35.6,strong_heat
V02Q1940530,2025-07-28 03:07:00,2025-07-28,3,Seongsu1ga1(il)-dong,37.542144186,127.047751758,31.3,75.0,1.1500000000000001,31.3,34.8,strong_heat
V02Q1940545,2025-07-28 03:07:00,2025-07-28,3,Seongsu1ga2(i)-dong,37.546306095,127.043661494,31.5,75.0,1.1500000000000001,31.5,35.1,strong_heat
V02Q1940556,2025-07-28 03:07:00,2025-07-28,3,Seongsu2ga1(il)-dong,37.540241557,127.054675329,31.0,77.0,1.1500000000000001,31.0,34.7,strong_heat
V02Q1940616,2025-07-28 03:07:00,2025-07-28,3,Wangsimni2(i)-dong,37.560443166,127.030835302,32.0,75.0,1.1500000000000001,32.0,35.9,strong_heat
V02Q1940623,2025-07-28 03:07:00,2025-07-28,3,Majang-dong,37.563719858,127.039492971,32.2,75.0,1.1500000000000001,32.2,36.3,strong_heat
V02Q1940627,2025-07-28 03:07:00,2025-07-28,3,Songjeong-dong,37.551819341,127.067379627,32.6,70.0,1.1500000000000001,32.6,36.0,strong_heat
V02Q1940642,2025-07-28 03:07:00,2025-07-28,3,Yongdap-dong,37.560215516,127.064339113,31.3,77.0,1.1500000000000001,31.3,35.1,strong_heat
V02Q1940632,2025-07-28 03:07:00,2025-07-28,3,Wangsimni-doSeondong,37.564964319,127.03447479,32.3,72.0,1.1500000000000001,32.3,35.9,strong_heat
V02Q1940644,2025-07-28 03:07:00,2025-07-28,3,Haengdang1(il)-dong,37.561197184,127.034602965,31.9,75.0,1.1500000000000001,31.9,35.8,strong_heat
V02Q1940670,2025-07-28 03:07:00,2025-07-28,3,Seongsu1ga1(il)-dong,37.539279182,127.049873167,31.9,74.0,1.1500000000000001,31.9,35.6,strong_heat
V02Q1940709,2025-07-28 03:07:00,2025-07-28,3,Majang-dong,37.569445214,127.0446016,31.9,73.0,1.1500000000000001,31.9,35.4,strong_heat
V02Q1940733,2025-07-28 03:07:00,2025-07-28,3,Seongsu2ga3(sam)-dong,37.54818971,127.056597845,33.4,69.0,1.1500000000000001,33.4,37.1,strong_heat
V02Q1940735,2025-07-28 03:07:00,2025-07-28,3,Majang-dong,37.568406512,127.033660707,32.1,73.0,1.1500000000000001,32.1,35.7,strong_heat
V02Q1940743,2025-07-28 03:07:00,2025-07-28,3,Seongsu2ga1(il)-dong,37.536409649,127.056387019,30.5,77.0,1.1500000000000001,30.5,33.9,strong_heat
V02Q1940748,2025-07-28 03:07:00,2025-07-28,3,Seongsu1ga1(il)-dong,37.537369863,127.050872231,31.4,71.0,1.1500000000000001,31.4,34.3,strong_heat
V02Q1940753,2025-07-28 03:07:00,2025-07-28,3,Geumho-1(il)-dong,37.549364662,127.026655727,31.8,76.0,1.1500000000000001,31.8,35.8,strong_heat
V02Q1940744,2025-07-28 03:07:00,2025-07-28,3,Seongsu2ga3(sam)-dong,37.544751429,127.053111792,31.7,75.0,1.1500000000000001,31.7,35.4,strong_heat
V02Q1940761,2025-07-28 03:07:00,2025-07-28,3,Majang-dong,37.564052441,127.044424399,31.0,79.0,1.1500000000000001,31.0,35.0,strong_heat
V02Q1940786,2025-07-28 03:07:00,2025-07-28,3,Seongsu1ga1(il)-dong,37.542101542,127.049671321,31.3,76.0,1.1500000000000001,31.3,35.0,strong_heat
V02Q1940828,2025-07-28 03:07:00,2025-07-28,3,Sageun-dong,37.561332045,127.039688831,31.5,76.0,1.1500000000000001,31.5,35.3,strong_heat
V02Q1940842,2025-07-28 03:07:00,2025-07-28,3,Eungbong-dong,37.55214248,127.03558479,31.8,76.0,1.1500000000000001,31.8,35.8,strong_heat
V02Q1940868,2025-07-28 03:07:00,2025-07-28,3,Yongdap-dong,37.560512835,127.052853492,32.2,74.0,1.1500000000000001,32.2,36.1,strong_heat
V02Q1940870,2025-07-28 03:07:00,2025-07-28,3,Seongsu1ga1(il)-dong,37.538102738,127.046880664,30.8,76.0,1.1500000000000001,30.8,34.2,strong_heat
V02Q1940871,2025-07-28 03:07:00,2025-07-28,3,Majang-dong,37.57114665,127.037105979,32.8,71.0,1.1500000000000001,32.8,36.5,strong_heat
V02Q1941015,2025-07-28 03:07:00,2025-07-28,3,Seongsu1ga1(il)-dong,37.5416558,127.0482802,31.3,78.0,1.1500000000000001,31.3,35.3,strong_heat
OC3CL200256,2025-07-28 04:07:00,2025-07-28,4,Majang-dong,37.5716201595004,127.036088628704,29.0,60.0,1.4833333333333334,29.0,29.7,moderate_heat
V02Q1940545,2025-07-28 04:07:00,2025-07-28,4,Seongsu1ga2(i)-dong,37.546306095,127.043661494,30.9,77.0,1.4833333333333334,30.9,34.3,strong_heat
V02Q1940156,2025-07-28 04:07:00,2025-07-28,4,Majang-dong,37.566674857,127.045521513,31.7,72.0,1.4833333333333334,31.7,34.7,strong_heat
V02Q1940556,2025-07-28 04:07:00,2025-07-28,4,Seongsu2ga1(il)-dong,37.540241557,127.054675329,29.9,80.0,1.4833333333333334,29.9,33.2,strong_heat
V02Q1940616,2025-07-28 04:07:00,2025-07-28,4,Wangsimni2(i)-dong,37.560443166,127.030835302,31.5,76.0,1.4833333333333334,31.5,35.1,strong_heat
V02Q1940502,2025-07-28 04:07:00,2025-07-28,4,Seongsu1ga1(il)-dong,37.54081481,127.049563967,30.9,74.0,1.4833333333333334,30.9,33.8,strong_heat
V02Q1940594,2025-07-28 04:07:00,2025-07-28,4,Seongsu2ga3(sam)-dong,37.549231792,127.053877502,32.2,71.0,1.4833333333333334,32.2,35.3,strong_heat
V02Q1940261,2025-07-28 04:07:00,2025-07-28,4,Seongsu1ga2(i)-dong,37.549808841,127.049770229,31.7,73.0,1.4833333333333334,31.7,34.9,strong_heat
V02Q1940828,2025-07-28 04:07:00,2025-07-28,4,Sageun-dong,37.561332045,127.039688831,31.3,76.0,1.4833333333333334,31.3,34.7,strong_heat
V02Q1940735,2025-07-28 04:07:00,2025-07-28,4,Majang-dong,37.568406512,127.033660707,31.8,73.0,1.4833333333333334,31.8,35.0,strong_heat
V02Q1940670,2025-07-28 04:07:00,2025-07-28,4,Seongsu1ga1(il)-dong,37.539279182,127.049873167,30.6,77.0,1.4833333333333334,30.6,33.8,strong_heat
V02Q1940588,2025-07-28 04:07:00,2025-07-28,4,Sageun-dong,37.55810867,127.050859556,31.3,77.0,1.4833333333333334,31.3,34.9,strong_heat
V02Q1940632,2025-07-28 04:07:00,2025-07-28,4,Wangsimni-doSeondong,37.564964319,127.03447479,32.0,71.0,1.4833333333333334,32.0,35.0,strong_heat
V02Q1940744,2025-07-28 04:07:00,2025-07-28,4,Seongsu2ga3(sam)-dong,37.544751429,127.053111792,31.1,75.0,1.4833333333333334,31.1,34.3,strong_heat
V02Q1940753,2025-07-28 04:07:00,2025-07-28,4,Geumho-1(il)-dong,37.549364662,127.026655727,31.4,76.0,1.4833333333333334,31.4,34.9,strong_heat
V02Q1940868,2025-07-28 04:07:00,2025-07-28,4,Yongdap-dong,37.560512835,127.052853492,32.4,71.0,1.4833333333333334,32.4,35.7,strong_heat
V02Q1940733,2025-07-28 04:07:00,2025-07-28,4,Seongsu2ga3(sam)-dong,37.54818971,127.056597845,34.0,66.0,1.4833333333333334,34.0,37.3,strong_heat
V02Q1940842,2025-07-28 04:07:00,2025-07-28,4,Eungbong-dong,37.55214248,127.03558479,31.3,76.0,1.4833333333333334,31.3,34.7,strong_heat
V02Q1940580,2025-07-28 04:07:00,2025-07-28,4,Yongdap-dong,37.56518716,127.05111116,31.2,74.0,1.4833333333333334,31.2,34.3,strong_heat
V02Q1940441,2025-07-28 04:07:00,2025-07-28,4,Haengdang1(il)-dong,37.558352332,127.037694516,30.7,76.0,1.4833333333333334,30.7,33.8,strong_heat
V02Q1940627,2025-07-28 04:07:00,2025-07-28,4,Songjeong-dong,37.551819341,127.067379627,32.1,70.0,1.4833333333333334,32.1,35.0,strong_heat
V02Q1940270,2025-07-28 04:07:00,2025-07-28,4,Seongsu1ga2(i)-dong,37.547286983,127.046740172,32.0,70.0,1.4833333333333334,32.0,34.9,strong_heat
V02Q1940263,2025-07-28 04:07:00,2025-07-28,4,Yongdap-dong,37.560874377,127.062747282,31.3,74.0,1.4833333333333334,31.3,34.4,strong_heat
V02Q1940871,2025-07-28 04:07:00,2025-07-28,4,Majang-dong,37.57114665,127.037105979,32.3,71.0,1.4833333333333334,32.3,35.5,strong_heat
V02Q1940601,2025-07-28 04:07:00,2025-07-28,4,Sageun-dong,37.560264565,127.048014605,32.1,74.0,1.4833333333333334,32.1,35.7,strong_heat
V02Q1940496,2025-07-28 04:07:00,2025-07-28,4,Seongsu2ga1(il)-dong,37.538775645,127.059760733,30.3,77.0,1.4833333333333334,30.3,33.3,strong_heat
V02Q1940761,2025-07-28 04:07:00,2025-07-28,4,Majang-dong,37.564052441,127.044424399,30.4,79.0,1.4833333333333334,30.4,33.8,strong_heat
V02Q1941015,2025-07-28 04:07:00,2025-07-28,4,Seongsu1ga1(il)-dong,37.5416558,127.0482802,30.3,79.0,1.4833333333333334,30.3,33.6,strong_heat
V02Q1940501,2025-07-28 04:07:00,2025-07-28,4,Eungbong-dong,37.552003424,127.036324364,31.6,73.0,1.4833333333333334,31.6,34.7,strong_heat
V02Q1940743,2025-07-28 04:07:00,2025-07-28,4,Seongsu2ga1(il)-dong,37.536409649,127.056387019,29.9,79.0,1.4833333333333334,29.9,33.0,strong_heat
V02Q1940709,2025-07-28 04:07:00,2025-07-28,4,Majang-dong,37.569445214,127.0446016,31.5,74.0,1.4833333333333334,31.5,34.7,strong_heat
V02Q1940286,2025-07-28 04:07:00,2025-07-28,4,Wangsimni2(i)-dong,37.562166194,127.026682312,31.0,76.0,1.4833333333333334,31.0,34.3,strong_heat
V02Q1940748,2025-07-28 04:07:00,2025-07-28,4,Seongsu1ga1(il)-dong,37.537369863,127.050872231,30.1,75.0,1.4833333333333334,30.1,32.8,strong_heat
V02Q1940786,2025-07-28 04:07:00,2025-07-28,4,Seongsu1ga1(il)-dong,37.542101542,127.049671321,30.5,76.0,1.4833333333333334,30.5,33.5,strong_heat
V02Q1940473,2025-07-28 04:07:00,2025-07-28,4,Geumho-1(il)-dong,37.556839663,127.019950184,31.2,76.0,1.4833333333333334,31.2,34.6,strong_heat
OC3CL200256,2025-07-28 05:07:00,2025-07-28,5,Majang-dong,37.5716201595004,127.036088628704,29.0,60.0,1.7333333333333334,29.0,29.5,moderate_heat
V02Q1940502,2025-07-28 05:07:00,2025-07-28,5,Seongsu1ga1(il)-dong,37.54081481,127.049563967,30.4,76.0,1.7333333333333334,30.4,33.1,strong_heat
V02Q1940545,2025-07-28 05:07:00,2025-07-28,5,Seongsu1ga2(i)-dong,37.546306095,127.043661494,30.3,77.0,1.7333333333333334,30.3,33.1,strong_heat
V02Q1940156,2025-07-28 05:07:00,2025-07-28,5,Majang-dong,37.566674857,127.045521513,31.3,73.0,1.7333333333333334,31.3,34.1,strong_heat
V02Q1940590,2025-07-28 05:07:00,2025-07-28,5,Sageun-dong,37.560723571,127.048425106,31.5,74.0,1.7333333333333334,31.5,34.5,strong_heat
V02Q1940503,2025-07-28 05:07:00,2025-07-28,5,Songjeong-dong,37.554020674,127.068888201,30.9,75.0,1.7333333333333334,30.9,33.8,strong_heat
V02Q1940617,2025-07-28 05:07:00,2025-07-28,5,Oksu-dong,37.541972102,127.016370616,30.3,77.0,1.7333333333333334,30.3,33.1,strong_heat
V02Q1940644,2025-07-28 05:07:00,2025-07-28,5,Haengdang1(il)-dong,37.561197184,127.034602965,30.9,75.0,1.7333333333333334,30.9,33.8,strong_heat
V02Q1940670,2025-07-28 05:07:00,2025-07-28,5,Seongsu1ga1(il)-dong,37.539279182,127.049873167,30.4,77.0,1.7333333333333334,30.4,33.3,strong_heat
V02Q1940607,2025-07-28 05:07:00,2025-07-28,5,Sageun-dong,37.55887111,127.038552736,30.8,76.0,1.7333333333333334,30.8,33.8,strong_heat
V02Q1940504,2025-07-28 05:07:00,2025-07-28,5,Haengdang2(i)-dong,37.55905889,127.02896077,31.2,77.0,1.7333333333333334,31.2,34.5,strong_heat
V02Q1940563,2025-07-28 05:07:00,2025-07-28,5,Wangsimni-doSeondong,37.564129832,127.031439736,31.6,72.0,1.7333333333333334,31.6,34.4,strong_heat
V02Q1940261,2025-07-28 05:07:00,2025-07-28,5,Seongsu1ga2(i)-dong,37.549808841,127.049770229,31.3,73.0,1.7333333333333334,31.3,34.1,strong_heat
V02Q1940628,2025-07-28 05:07:00,2025-07-28,5,Majang-dong,37.568356828,127.040528854,31.2,75.0,1.7333333333333334,31.2,34.2,strong_heat
V02Q1940615,2025-07-28 05:07:00,2025-07-28,5,Geumho-1(il)-dong,37.557838543,127.024148057,30.9,77.0,1.7333333333333334,30.9,34.1,strong_heat
V02Q1940616,2025-07-28 05:07:00,2025-07-28,5,Wangsimni2(i)-dong,37.560443166,127.030835302,31.2,75.0,1.7333333333333334,31.2,34.2,strong_heat
V02Q1940828,2025-07-28 05:07:00,2025-07-28,5,Sageun-dong,37.561332045,127.039688831,31.1,74.0,1.7333333333333334,31.1,33.9,strong_heat
V02Q1940735,2025-07-28 05:07:00,2025-07-28,5,Majang-dong,37.568406512,127.033660707,31.4,75.0,1.7333333333333334,31.4,34.5,strong_heat
V02Q1940627,2025-07-28 05:07:00,2025-07-28,5,Songjeong-dong,37.551819341,127.067379627,31.4,72.0,1.7333333333333334,31.4,34.1,strong_heat
V02Q1940496,2025-07-28 05:07:00,2025-07-28,5,Seongsu2ga1(il)-dong,37.538775645,127.059760733,30.1,78.0,1.7333333333333334,30.1,33.0,strong_heat
V02Q1940263,2025-07-28 05:07:00,2025-07-28,5,Yongdap-dong,37.560874377,127.062747282,31.0,73.0,1.7333333333333334,31.0,33.6,strong_heat
V02Q1940733,2025-07-28 05:07:00,2025-07-28,5,Seongsu2ga3(sam)-dong,37.54818971,127.056597845,33.6,66.0,1.7333333333333334,33.6,36.5,strong_heat
