serial,dt,date,hour,dong,lat,lon,temp,humi,v,tr_v3,utci_v3,utci_cat
V02Q1940563,2025-07-29 09:07:00,2025-07-29,9,Wangsimni-doSeondong,37.564129832,127.031439736,33.0,60.0,1.5285714285714285,42.12151519085613,37.0,strong_heat
V02Q1940590,2025-07-29 09:07:00,2025-07-29,9,Sageun-dong,37.560723571,127.048425106,31.4,65.0,1.5285714285714285,40.521515190856135,35.4,strong_heat
V02Q1940545,2025-07-29 09:07:00,2025-07-29,9,Seongsu1ga2(i)-dong,37.546306095,127.043661494,33.7,59.0,1.5285714285714285,42.82151519085613,37.8,strong_heat
V02Q1940603,2025-07-29 09:07:00,2025-07-29,9,Yongdap-dong,37.563368336,127.055964397,34.5,57.0,1.5285714285714285,43.62151519085613,38.7,very_strong_heat
V02Q1940644,2025-07-29 09:07:00,2025-07-29,9,Haengdang1(il)-dong,37.561197184,127.034602965,32.5,62.0,1.5285714285714285,41.62151519085613,36.6,strong_heat
V02Q1940607,2025-07-29 09:07:00,2025-07-29,9,Sageun-dong,37.55887111,127.038552736,32.5,64.0,1.5285714285714285,41.62151519085613,36.8,strong_heat
V02Q1940504,2025-07-29 09:07:00,2025-07-29,9,Haengdang2(i)-dong,37.55905889,127.02896077,35.7,56.0,1.5285714285714285,44.82151519085613,40.2,very_strong_heat
V02Q1940642,2025-07-29 09:07:00,2025-07-29,9,Yongdap-dong,37.560215516,127.064339113,31.4,66.0,1.5285714285714285,40.521515190856135,35.5,strong_heat
V02Q1940735,2025-07-29 09:07:00,2025-07-29,9,Majang-dong,37.568406512,127.033660707,33.7,59.0,1.5285714285714285,42.82151519085613,37.8,strong_heat
V02Q1940588,2025-07-29 09:07:00,2025-07-29,9,Sageun-dong,37.55810867,127.050859556,35.2,56.0,1.5285714285714285,44.32151519085613,39.5,very_strong_heat
V02Q1940496,2025-07-29 09:07:00,2025-07-29,9,Seongsu2ga1(il)-dong,37.538775645,127.059760733,32.8,63.0,1.5285714285714285,41.92151519085613,37.1,strong_heat
V02Q1940744,2025-07-29 09:07:00,2025-07-29,9,Seongsu2ga3(sam)-dong,37.544751429,127.053111792,31.4,65.0,1.5285714285714285,40.521515190856135,35.4,strong_heat
V02Q1940627,2025-07-29 09:07:00,2025-07-29,9,Songjeong-dong,37.551819341,127.067379627,33.5,59.0,1.5285714285714285,42.62151519085613,37.5,strong_heat
V02Q1940601,2025-07-29 09:07:00,2025-07-29,9,Sageun-dong,37.560264565,127.048014605,31.6,65.0,1.5285714285714285,40.72151519085614,35.7,strong_heat
V02Q1940842,2025-07-29 09:07:00,2025-07-29,9,Eungbong-dong,37.55214248,127.03558479,32.7,64.0,1.5285714285714285,41.82151519085613,37.1,strong_heat
V02Q1940580,2025-07-29 09:07:00,2025-07-29,9,Yongdap-dong,37.56518716,127.05111116,30.9,66.0,1.5285714285714285,40.021515190856135,34.9,strong_heat
V02Q1940733,2025-07-29 09:07:00,2025-07-29,9,Seongsu2ga3(sam)-dong,37.54818971,127.056597845,32.9,61.0,1.5285714285714285,42.021515190856135,37.0,strong_heat
V02Q1940753,2025-07-29 09:07:00,2025-07-29,9,Geumho-1(il)-dong,37.549364662,127.026655727,30.3,72.0,1.5285714285714285,39.421515190856134,34.7,strong_heat
V02Q1940263,2025-07-29 09:07:00,2025-07-29,9,Yongdap-dong,37.560874377,127.062747282,31.4,65.0,1.5285714285714285,40.521515190856135,35.4,strong_heat
V02Q1940441,2025-07-29 09:07:00,2025-07-29,9,Haengdang1(il)-dong,37.558352332,127.037694516,33.9,57.0,1.5285714285714285,43.021515190856135,37.8,strong_heat
V02Q1940258,2025-07-29 09:07:00,2025-07-29,9,Wangsimni2(i)-dong,37.562998002,127.028435382,33.1,60.0,1.5285714285714285,42.22151519085614,37.1,strong_heat
V02Q1940871,2025-07-29 09:07:00,2025-07-29,9,Majang-dong,37.57114665,127.037105979,32.2,64.0,1.5285714285714285,41.32151519085613,36.4,strong_heat
V02Q1940632,2025-07-29 09:07:00,2025-07-29,9,Wangsimni-doSeondong,37.564964319,127.03447479,31.6,64.0,1.5285714285714285,40.72151519085614,35.6,strong_heat
V02Q1940761,2025-07-29 09:07:00,2025-07-29,9,Majang-dong,37.564052441,127.044424399,31.5,67.0,1.5285714285714285,40.62151519085613,35.8,strong_heat
V02Q1940868,2025-07-29 09:07:00,2025-07-29,9,Yongdap-dong,37.560512835,127.052853492,32.0,64.0,1.5285714285714285,41.12151519085613,36.1,strong_heat
V02Q1940270,2025-07-29 09:07:00,2025-07-29,9,Seongsu1ga2(i)-dong,37.547286983,127.046740172,31.5,64.0,1.5285714285714285,40.62151519085613,35.5,strong_heat
V02Q1940501,2025-07-29 09:07:00,2025-07-29,9,Eungbong-dong,37.552003424,127.036324364,34.1,59.0,1.5285714285714285,43.22151519085614,38.4,very_strong_heat
V02Q1940565,2025-07-29 09:07:00,2025-07-29,9,Seongsu2ga1(il)-dong,37.541950115,127.053612431,31.5,65.0,1.5285714285714285,40.62151519085613,35.6,strong_heat
V02Q1940786,2025-07-29 09:07:00,2025-07-29,9,Seongsu1ga1(il)-dong,37.542101542,127.049671321,32.6,64.0,1.5285714285714285,41.72151519085614,36.9,strong_heat
V02Q1941015,2025-07-29 09:07:00,2025-07-29,9,Seongsu1ga1(il)-dong,37.5416558,127.0482802,32.8,66.0,1.5285714285714285,41.92151519085613,37.5,strong_heat
V02Q1940709,2025-07-29 09:07:00,2025-07-29,9,Majang-dong,37.569445214,127.0446016,32.3,63.0,1.5285714285714285,41.42151519085613,36.4,strong_heat
V02Q1940530,2025-07-29 09:07:00,2025-07-29,9,Seongsu1ga1(il)-dong,37.542144186,127.047751758,31.0,68.0,1.5285714285714285,40.12151519085613,35.2,strong_heat
V02Q1940286,2025-07-29 09:07:00,2025-07-29,9,Wangsimni2(i)-dong,37.562166194,127.026682312,34.5,57.0,1.5285714285714285,43.62151519085613,38.7,very_strong_heat
V02Q1940502,2025-07-29 10:07:00,2025-07-29,10,Seongsu1ga1(il)-dong,37.54081481,127.049563967,32.6,65.0,1.9857142857142858,43.48287485476679,37.1,strong_heat
V02Q1940590,2025-07-29 10:07:00,2025-07-29,10,Sageun-dong,37.560723571,127.048425106,32.9,63.0,1.9857142857142858,43.78287485476679,37.3,strong_heat
V02Q1940156,2025-07-29 10:07:00,2025-07-29,10,Majang-dong,37.566674857,127.045521513,34.3,58.0,1.9857142857142858,45.18287485476679,38.6,very_strong_heat
V02Q1940545,2025-07-29 10:07:00,2025-07-29,10,Seongsu1ga2(i)-dong,37.546306095,127.043661494,36.4,53.0,1.9857142857142858,47.28287485476679,40.8,very_strong_heat
V02Q1940556,2025-07-29 10:07:00,2025-07-29,10,Seongsu2ga1(il)-dong,37.540241557,127.054675329,32.0,68.0,1.9857142857142858,42.88287485476679,36.6,strong_heat
V02Q1940594,2025-07-29 10:07:00,2025-07-29,10,Seongsu2ga3(sam)-dong,37.549231792,127.053877502,34.1,59.0,1.9857142857142858,44.98287485476679,38.4,very_strong_heat
V02Q1940828,2025-07-29 10:07:00,2025-07-29,10,Sageun-dong,37.561332045,127.039688831,34.9,57.0,1.9857142857142858,45.78287485476679,39.3,very_strong_heat
V02Q1940616,2025-07-29 10:07:00,2025-07-29,10,Wangsimni2(i)-dong,37.560443166,127.030835302,33.8,60.0,1.9857142857142858,44.68287485476679,38.1,very_strong_heat
V02Q1940842,2025-07-29 10:07:00,2025-07-29,10,Eungbong-dong,37.55214248,127.03558479,35.6,56.0,1.9857142857142858,46.48287485476679,40.1,very_strong_heat
V02Q1940270,2025-07-29 10:07:00,2025-07-29,10,Seongsu1ga2(i)-dong,37.547286983,127.046740172,32.8,62.0,1.9857142857142858,43.68287485476679,37.0,strong_heat
V02Q1940601,2025-07-29 10:07:00,2025-07-29,10,Sageun-dong,37.560264565,127.048014605,33.4,62.0,1.9857142857142858,44.28287485476679,37.8,strong_heat
V02Q1940588,2025-07-29 10:07:00,2025-07-29,10,Sageun-dong,37.55810867,127.050859556,37.4,52.0,1.9857142857142858,48.28287485476679,42.1,very_strong_heat
V02Q1940263,2025-07-29 10:07:00,2025-07-29,10,Yongdap-dong,37.560874377,127.062747282,32.7,63.0,1.9857142857142858,43.58287485476679,37.0,strong_heat
V02Q1940441,2025-07-29 10:07:00,2025-07-29,10,Haengdang1(il)-dong,37.558352332,127.037694516,35.7,54.0,1.9857142857142858,46.58287485476679,40.0,very_strong_heat
V02Q1940870,2025-07-29 10:07:00,2025-07-29,10,Seongsu1ga1(il)-dong,37.538102738,127.046880664,33.8,63.0,1.9857142857142858,44.68287485476679,38.5,very_strong_heat
V02Q1940733,2025-07-29 10:07:00,2025-07-29,10,Seongsu2ga3(sam)-dong,37.54818971,127.056597845,34.6,59.0,1.9857142857142858,45.48287485476679,39.1,very_strong_heat
V02Q1940753,2025-07-29 10:07:00,2025-07-29,10,Geumho-1(il)-dong,37.549364662,127.026655727,31.4,69.0,1.9857142857142858,42.28287485476679,35.9,strong_heat
V02Q1940627,2025-07-29 10:07:00,2025-07-29,10,Songjeong-dong,37.551819341,127.067379627,35.0,57.0,1.9857142857142858,45.88287485476679,39.4,very_strong_heat
V02Q1940871,2025-07-29 10:07:00,2025-07-29,10,Majang-dong,37.57114665,127.037105979,35.4,57.0,1.9857142857142858,46.28287485476679,40.0,very_strong_heat
V02Q1940496,2025-07-29 10:07:00,2025-07-29,10,Seongsu2ga1(il)-dong,37.538775645,127.059760733,34.6,59.0,1.9857142857142858,45.48287485476679,39.1,very_strong_heat
V02Q1940258,2025-07-29 10:07:00,2025-07-29,10,Wangsimni2(i)-dong,37.562998002,127.028435382,35.0,57.0,1.9857142857142858,45.88287485476679,39.4,very_strong_heat
V02Q1940868,2025-07-29 10:07:00,2025-07-29,10,Yongdap-dong,37.560512835,127.052853492,34.3,59.0,1.9857142857142858,45.18287485476679,38.7,very_strong_heat
V02Q1940744,2025-07-29 10:07:00,2025-07-29,10,Seongsu2ga3(sam)-dong,37.544751429,127.053111792,32.6,63.0,1.9857142857142858,43.48287485476679,36.8,strong_heat
V02Q1940743,2025-07-29 10:07:00,2025-07-29,10,Seongsu2ga1(il)-dong,37.536409649,127.056387019,34.9,59.0,1.9857142857142858,45.78287485476679,39.6,very_strong_heat
V02Q1940709,2025-07-29 10:07:00,2025-07-29,10,Majang-dong,37.569445214,127.0446016,34.0,60.0,1.9857142857142858,44.88287485476679,38.4,very_strong_heat
V02Q1940501,2025-07-29 10:07:00,2025-07-29,10,Eungbong-dong,37.552003424,127.036324364,36.4,54.0,1.9857142857142858,47.28287485476679,41.0,very_strong_heat
V02Q1940580,2025-07-29 10:07:00,2025-07-29,10,Yongdap-dong,37.56518716,127.05111116,32.3,64.0,1.9857142857142858,43.18287485476679,36.5,strong_heat
V02Q1940473,2025-07-29 10:07:00,2025-07-29,10,Geumho-1(il)-dong,37.556839663,127.019950184,32.2,64.0,1.9857142857142858,43.08287485476679,36.4,strong_heat
OC3CL200256,2025-07-29 11:07:00,2025-07-29,11,Majang-dong,37.5716201595004,127.036088628704,31.8,43.0,1.9714285714285715,43.438547314966904,34.2,strong_heat
V02Q1940156,2025-07-29 11:07:00,2025-07-29,11,Majang-dong,37.566674857,127.045521513,36.3,54.0,1.9714285714285715,47.938547314966904,41.0,very_strong_heat
V02Q1940261,2025-07-29 11:07:00,2025-07-29,11,Seongsu1ga2(i)-dong,37.549808841,127.049770229,33.8,62.0,1.9714285714285715,45.438547314966904,38.6,very_strong_heat
V02Q1940258,2025-07-29 11:07:00,2025-07-29,11,Wangsimni2(i)-dong,37.562998002,127.028435382,36.9,53.0,1.9714285714285715,48.538547314966905,41.7,very_strong_heat
V02Q1940263,2025-07-29 11:07:00,2025-07-29,11,Yongdap-dong,37.560874377,127.062747282,34.2,61.0,1.9714285714285715,45.83854731496691,39.0,very_strong_heat
V02Q1940286,2025-07-29 11:07:00,2025-07-29,11,Wangsimni2(i)-dong,37.562166194,127.026682312,38.7,50.0,1.9714285714285715,50.33854731496691,43.9,very_strong_heat
V02Q1940441,2025-07-29 11:07:00,2025-07-29,11,Haengdang1(il)-dong,37.558352332,127.037694516,36.9,53.0,1.9714285714285715,48.538547314966905,41.7,very_strong_heat
V02Q1940473,2025-07-29 11:07:00,2025-07-29,11,Geumho-1(il)-dong,37.556839663,127.019950184,34.7,58.0,1.9714285714285715,46.33854731496691,39.3,very_strong_heat
V02Q1940504,2025-07-29 11:07:00,2025-07-29,11,Haengdang2(i)-dong,37.55905889,127.02896077,37.8,54.0,1.9714285714285715,49.438547314966904,43.3,very_strong_heat
V02Q1940503,2025-07-29 11:07:00,2025-07-29,11,Songjeong-dong,37.554020674,127.068888201,36.0,57.0,1.9714285714285715,47.63854731496691,41.0,very_strong_heat
V02Q1940530,2025-07-29 11:07:00,2025-07-29,11,Seongsu1ga1(il)-dong,37.542144186,127.047751758,35.1,59.0,1.9714285714285715,46.73854731496691,40.0,very_strong_heat
V02Q1940545,2025-07-29 11:07:00,2025-07-29,11,Seongsu1ga2(i)-dong,37.546306095,127.043661494,37.9,51.0,1.9714285714285715,49.538547314966905,42.9,very_strong_heat
V02Q1940556,2025-07-29 11:07:00,2025-07-29,11,Seongsu2ga1(il)-dong,37.540241557,127.054675329,34.3,63.0,1.9714285714285715,45.938547314966904,39.4,very_strong_heat
V02Q1940563,2025-07-29 11:07:00,2025-07-29,11,Wangsimni-doSeondong,37.564129832,127.031439736,36.1,55.0,1.9714285714285715,47.73854731496691,40.9,very_strong_heat
V02Q1940565,2025-07-29 11:07:00,2025-07-29,11,Seongsu2ga1(il)-dong,37.541950115,127.053612431,34.4,61.0,1.9714285714285715,46.038547314966905,39.3,very_strong_heat
V02Q1940588,2025-07-29 11:07:00,2025-07-29,11,Sageun-dong,37.55810867,127.050859556,38.2,52.0,1.9714285714285715,49.83854731496691,43.5,very_strong_heat
V02Q1940590,2025-07-29 11:07:00,2025-07-29,11,Sageun-dong,37.560723571,127.048425106,34.2,61.0,1.9714285714285715,45.83854731496691,39.0,very_strong_heat
V02Q1940603,2025-07-29 11:07:00,2025-07-29,11,Yongdap-dong,37.563368336,127.055964397,36.7,54.0,1.9714285714285715,48.33854731496691,41.6,very_strong_heat
V02Q1940594,2025-07-29 11:07:00,2025-07-29,11,Seongsu2ga3(sam)-dong,37.549231792,127.053877502,35.5,57.0,1.9714285714285715,47.13854731496691,40.3,very_strong_heat
V02Q1940607,2025-07-29 11:07:00,2025-07-29,11,Sageun-dong,37.55887111,127.038552736,36.7,55.0,1.9714285714285715,48.33854731496691,41.8,very_strong_heat
V02Q1940615,2025-07-29 11:07:00,2025-07-29,11,Geumho-1(il)-dong,37.557838543,127.024148057,35.5,56.0,1.9714285714285715,47.13854731496691,40.2,very_strong_heat
V02Q1940627,2025-07-29 11:07:00,2025-07-29,11,Songjeong-dong,37.551819341,127.067379627,35.8,56.0,1.9714285714285715,47.438547314966904,40.6,very_strong_heat
V02Q1940623,2025-07-29 11:07:00,2025-07-29,11,Majang-dong,37.563719858,127.039492971,34.8,59.0,1.9714285714285715,46.438547314966904,39.6,very_strong_heat
V02Q1940628,2025-07-29 11:07:00,2025-07-29,11,Majang-dong,37.568356828,127.040528854,36.6,56.0,1.9714285714285715,48.23854731496691,41.8,very_strong_heat
V02Q1940616,2025-07-29 11:07:00,2025-07-29,11,Wangsimni2(i)-dong,37.560443166,127.030835302,35.3,57.0,1.9714285714285715,46.938547314966904,40.0,very_strong_heat
V02Q1940617,2025-07-29 11:07:00,2025-07-29,11,Oksu-dong,37.541972102,127.016370616,36.7,55.0,1.9714285714285715,48.33854731496691,41.8,very_strong_heat
V02Q1940642,2025-07-29 11:07:00,2025-07-29,11,Yongdap-dong,37.560215516,127.064339113,35.6,58.0,1.9714285714285715,47.23854731496691,40.6,very_strong_heat
V02Q1940644,2025-07-29 11:07:00,2025-07-29,11,Haengdang1(il)-dong,37.561197184,127.034602965,34.9,58.0,1.9714285714285715,46.538547314966905,39.6,very_strong_heat
V02Q1940670,2025-07-29 11:07:00,2025-07-29,11,Seongsu1ga1(il)-dong,37.539279182,127.049873167,35.9,58.0,1.9714285714285715,47.538547314966905,41.1,very_strong_heat
V02Q1940709,2025-07-29 11:07:00,2025-07-29,11,Majang-dong,37.569445214,127.0446016,35.3,58.0,1.9714285714285715,46.938547314966904,40.2,very_strong_heat
V02Q1940733,2025-07-29 11:07:00,2025-07-29,11,Seongsu2ga3(sam)-dong,37.54818971,127.056597845,35.9,57.0,1.9714285714285715,47.538547314966905,40.9,very_strong_heat
V02Q1940744,2025-07-29 11:07:00,2025-07-29,11,Seongsu2ga3(sam)-dong,37.544751429,127.053111792,33.7,63.0,1.9714285714285715,45.33854731496691,38.6,very_strong_heat
V02Q1940735,2025-07-29 11:07:00,2025-07-29,11,Majang-dong,37.568406512,127.033660707,36.9,53.0,1.9714285714285715,48.538547314966905,41.7,very_strong_heat
V02Q1940748,2025-07-29 11:07:00,2025-07-29,11,Seongsu1ga1(il)-dong,37.537369863,127.050872231,35.3,58.0,1.9714285714285715,46.938547314966904,40.2,very_strong_heat
V02Q1940743,2025-07-29 11:07:00,2025-07-29,11,Seongsu2ga1(il)-dong,37.536409649,127.056387019,37.1,55.0,1.9714285714285715,48.73854731496691,42.4,very_strong_heat
V02Q1940753,2025-07-29 11:07:00,2025-07-29,11,Geumho-1(il)-dong,37.549364662,127.026655727,32.8,65.0,1.9714285714285715,44.438547314966904,37.5,strong_heat
V02Q1940761,2025-07-29 11:07:00,2025-07-29,11,Majang-dong,37.564052441,127.044424399,37.1,54.0,1.9714285714285715,48.73854731496691,42.2,very_strong_heat
V02Q1940786,2025-07-29 11:07:00,2025-07-29,11,Seongsu1ga1(il)-dong,37.542101542,127.049671321,35.4,58.0,1.9714285714285715,47.038547314966905,40.3,very_strong_heat
V02Q1940828,2025-07-29 11:07:00,2025-07-29,11,Sageun-dong,37.561332045,127.039688831,36.4,55.0,1.9714285714285715,48.038547314966905,41.3,very_strong_heat
V02Q1940842,2025-07-29 11:07:00,2025-07-29,11,Eungbong-dong,37.55214248,127.03558479,37.3,53.0,1.9714285714285715,48.938547314966904,42.3,very_strong_heat
V02Q1940871,2025-07-29 11:07:00,2025-07-29,11,Majang-dong,37.57114665,127.037105979,36.8,54.0,1.9714285714285715,48.438547314966904,41.7,very_strong_heat
V02Q1940868,2025-07-29 11:07:00,2025-07-29,11,Yongdap-dong,37.560512835,127.052853492,38.0,52.0,1.9714285714285715,49.63854731496691,43.2,very_strong_heat
V02Q1940870,2025-07-29 11:07:00,2025-07-29,11,Seongsu1ga1(il)-dong,37.538102738,127.046880664,35.4,59.0,1.9714285714285715,47.038547314966905,40.5,very_strong_heat
V02Q1941015,2025-07-29 11:07:00,2025-07-29,11,Seongsu1ga1(il)-dong,37.5416558,127.0482802,36.0,59.0,1.9714285714285715,47.63854731496691,41.4,very_strong_heat
OC3CL200018,2025-07-29 12:07:00,2025-07-29,12,Seongsu1ga2(i)-dong,37.546881978,127.04164275,40.4,74.0,1.8714285714285714,52.6541402824325,59.0,extreme_heat
OC3CL200256,2025-07-29 12:07:00,2025-07-29,12,Majang-dong,37.5716201595004,127.036088628704,31.8,42.0,1.8714285714285714,44.0541402824325,34.4,strong_heat
V02Q1940112,2025-07-29 12:07:00,2025-07-29,12,Songjeong-dong,37.556514509,127.071193511,37.4,52.0,1.8714285714285714,49.6541402824325,42.5,very_strong_heat
V02Q1940156,2025-07-29 12:07:00,2025-07-29,12,Majang-dong,37.566674857,127.045521513,38.4,46.0,1.8714285714285714,50.6541402824325,43.0,very_strong_heat
V02Q1940258,2025-07-29 12:07:00,2025-07-29,12,Wangsimni2(i)-dong,37.562998002,127.028435382,39.0,47.0,1.8714285714285714,51.2541402824325,44.0,very_strong_heat
V02Q1940261,2025-07-29 12:07:00,2025-07-29,12,Seongsu1ga2(i)-dong,37.549808841,127.049770229,35.4,55.0,1.8714285714285714,47.6541402824325,40.1,very_strong_heat
V02Q1940270,2025-07-29 12:07:00,2025-07-29,12,Seongsu1ga2(i)-dong,37.547286983,127.046740172,36.2,53.0,1.8714285714285714,48.454140282432505,41.0,very_strong_heat
V02Q1940263,2025-07-29 12:07:00,2025-07-29,12,Yongdap-dong,37.560874377,127.062747282,34.9,56.0,1.8714285714285714,47.1541402824325,39.5,very_strong_heat
V02Q1940473,2025-07-29 12:07:00,2025-07-29,12,Geumho-1(il)-dong,37.556839663,127.019950184,36.5,52.0,1.8714285714285714,48.7541402824325,41.2,very_strong_heat
V02Q1940504,2025-07-29 12:07:00,2025-07-29,12,Haengdang2(i)-dong,37.55905889,127.02896077,37.6,52.0,1.8714285714285714,49.8541402824325,42.8,very_strong_heat
V02Q1940502,2025-07-29 12:07:00,2025-07-29,12,Seongsu1ga1(il)-dong,37.54081481,127.049563967,35.2,58.0,1.8714285714285714,47.454140282432505,40.2,very_strong_heat
V02Q1940545,2025-07-29 12:07:00,2025-07-29,12,Seongsu1ga2(i)-dong,37.546306095,127.043661494,36.8,51.0,1.8714285714285714,49.0541402824325,41.5,very_strong_heat
V02Q1940556,2025-07-29 12:07:00,2025-07-29,12,Seongsu2ga1(il)-dong,37.540241557,127.054675329,35.9,58.0,1.8714285714285714,48.1541402824325,41.3,very_strong_heat
V02Q1940565,2025-07-29 12:07:00,2025-07-29,12,Seongsu2ga1(il)-dong,37.541950115,127.053612431,35.5,57.0,1.8714285714285714,47.7541402824325,40.5,very_strong_heat
V02Q1940563,2025-07-29 12:07:00,2025-07-29,12,Wangsimni-doSeondong,37.564129832,127.031439736,37.8,49.0,1.8714285714285714,50.0541402824325,42.6,very_strong_heat
V02Q1940607,2025-07-29 12:07:00,2025-07-29,12,Sageun-dong,37.55887111,127.038552736,37.5,50.0,1.8714285714285714,49.7541402824325,42.3,very_strong_heat
V02Q1940644,2025-07-29 12:07:00,2025-07-29,12,Haengdang1(il)-dong,37.561197184,127.034602965,35.8,52.0,1.8714285714285714,48.0541402824325,40.3,very_strong_heat
V02Q1940709,2025-07-29 12:07:00,2025-07-29,12,Majang-dong,37.569445214,127.0446016,36.1,52.0,1.8714285714285714,48.3541402824325,40.7,very_strong_heat
V02Q1940748,2025-07-29 12:07:00,2025-07-29,12,Seongsu1ga1(il)-dong,37.537369863,127.050872231,36.7,54.0,1.8714285714285714,48.954140282432505,41.8,very_strong_heat
V02Q1940743,2025-07-29 12:07:00,2025-07-29,12,Seongsu2ga1(il)-dong,37.536409649,127.056387019,36.6,54.0,1.8714285714285714,48.8541402824325,41.7,very_strong_heat
V02Q1940735,2025-07-29 12:07:00,2025-07-29,12,Majang-dong,37.568406512,127.033660707,38.0,48.0,1.8714285714285714,50.2541402824325,42.8,very_strong_heat
V02Q1940744,2025-07-29 12:07:00,2025-07-29,12,Seongsu2ga3(sam)-dong,37.544751429,127.053111792,35.1,57.0,1.8714285714285714,47.3541402824325,40.0,very_strong_heat
V02Q1940733,2025-07-29 12:07:00,2025-07-29,12,Seongsu2ga3(sam)-dong,37.54818971,127.056597845,35.7,55.0,1.8714285714285714,47.954140282432505,40.5,very_strong_heat
V02Q1940761,2025-07-29 12:07:00,2025-07-29,12,Majang-dong,37.564052441,127.044424399,38.5,47.0,1.8714285714285714,50.7541402824325,43.3,very_strong_heat
V02Q1940753,2025-07-29 12:07:00,2025-07-29,12,Geumho-1(il)-dong,37.549364662,127.026655727,35.1,57.0,1.8714285714285714,47.3541402824325,40.0,very_strong_heat
V02Q1940786,2025-07-29 12:07:00,2025-07-29,12,Seongsu1ga1(il)-dong,37.542101542,127.049671321,36.1,54.0,1.8714285714285714,48.3541402824325,41.0,very_strong_heat
V02Q1940842,2025-07-29 12:07:00,2025-07-29,12,Eungbong-dong,37.55214248,127.03558479,37.9,49.0,1.8714285714285714,50.1541402824325,42.8,very_strong_heat
V02Q1940868,2025-07-29 12:07:00,2025-07-29,12,Yongdap-dong,37.560512835,127.052853492,38.3,47.0,1.8714285714285714,50.5541402824325,43.0,very_strong_heat
V02Q1940644,2025-07-29 13:07:00,2025-07-29,13,Haengdang1(il)-dong,37.561197184,127.034602965,36.6,51.0,2.3714285714285714,48.254627726113554,40.7,very_strong_heat
V02Q1940616,2025-07-29 13:07:00,2025-07-29,13,Wangsimni2(i)-dong,37.560443166,127.030835302,38.1,48.0,2.3714285714285714,49.754627726113554,42.4,very_strong_heat
V02Q1940504,2025-07-29 13:07:00,2025-07-29,13,Haengdang2(i)-dong,37.55905889,127.02896077,38.4,50.0,2.3714285714285714,50.05462772611355,43.2,very_strong_heat
V02Q1940556,2025-07-29 13:07:00,2025-07-29,13,Seongsu2ga1(il)-dong,37.540241557,127.054675329,36.3,53.0,2.3714285714285714,47.95462772611354,40.6,very_strong_heat
V02Q1940735,2025-07-29 13:07:00,2025-07-29,13,Majang-dong,37.568406512,127.033660707,38.3,48.0,2.3714285714285714,49.95462772611354,42.7,very_strong_heat
V02Q1940603,2025-07-29 13:07:00,2025-07-29,13,Yongdap-dong,37.563368336,127.055964397,38.7,45.0,2.3714285714285714,50.35462772611355,42.9,very_strong_heat
V02Q1940607,2025-07-29 13:07:00,2025-07-29,13,Sageun-dong,37.55887111,127.038552736,38.5,48.0,2.3714285714285714,50.154627726113546,43.0,very_strong_heat
V02Q1940261,2025-07-29 13:07:00,2025-07-29,13,Seongsu1ga2(i)-dong,37.549808841,127.049770229,37.7,48.0,2.3714285714285714,49.35462772611355,41.9,very_strong_heat
V02Q1940112,2025-07-29 13:07:00,2025-07-29,13,Songjeong-dong,37.556514509,127.071193511,37.9,49.0,2.3714285714285714,49.55462772611355,42.3,very_strong_heat
V02Q1940601,2025-07-29 13:07:00,2025-07-29,13,Sageun-dong,37.560264565,127.048014605,37.6,49.0,2.3714285714285714,49.254627726113554,41.9,very_strong_heat
V02Q1940868,2025-07-29 13:07:00,2025-07-29,13,Yongdap-dong,37.560512835,127.052853492,38.2,47.0,2.3714285714285714,49.85462772611355,42.4,very_strong_heat
V02Q1940623,2025-07-29 13:07:00,2025-07-29,13,Majang-dong,37.563719858,127.039492971,37.3,50.0,2.3714285714285714,48.95462772611354,41.6,very_strong_heat
V02Q1940842,2025-07-29 13:07:00,2025-07-29,13,Eungbong-dong,37.55214248,127.03558479,38.3,49.0,2.3714285714285714,49.95462772611354,42.9,very_strong_heat
V02Q1940441,2025-07-29 13:07:00,2025-07-29,13,Haengdang1(il)-dong,37.558352332,127.037694516,37.8,48.0,2.3714285714285714,49.45462772611354,42.0,very_strong_heat
V02Q1940270,2025-07-29 13:07:00,2025-07-29,13,Seongsu1ga2(i)-dong,37.547286983,127.046740172,37.5,48.0,2.3714285714285714,49.154627726113546,41.6,very_strong_heat
V02Q1940588,2025-07-29 13:07:00,2025-07-29,13,Sageun-dong,37.55810867,127.050859556,37.5,49.0,2.3714285714285714,49.154627726113546,41.7,very_strong_heat
V02Q1940258,2025-07-29 13:07:00,2025-07-29,13,Wangsimni2(i)-dong,37.562998002,127.028435382,39.5,46.0,2.3714285714285714,51.154627726113546,44.1,very_strong_heat
V02Q1940501,2025-07-29 13:07:00,2025-07-29,13,Eungbong-dong,37.552003424,127.036324364,39.5,45.0,2.3714285714285714,51.154627726113546,44.0,very_strong_heat
V02Q1940580,2025-07-29 13:07:00,2025-07-29,13,Yongdap-dong,37.56518716,127.05111116,38.4,46.0,2.3714285714285714,50.05462772611355,42.6,very_strong_heat
V02Q1940744,2025-07-29 13:07:00,2025-07-29,13,Seongsu2ga3(sam)-dong,37.544751429,127.053111792,36.0,52.0,2.3714285714285714,47.654627726113546,40.0,very_strong_heat
V02Q1940733,2025-07-29 13:07:00,2025-07-29,13,Seongsu2ga3(sam)-dong,37.54818971,127.056597845,36.7,50.0,2.3714285714285714,48.35462772611355,40.7,very_strong_heat
